% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
0.22213281        2.91945984       0.00931783
0.22213281        2.98292636       0.00667414
0.22213281        3.04639288       0.00401192
0.22213281        3.10985939       0.00133855
0.22213281        3.17332591       0.00133855
0.22213281        3.23679243       0.00401192
0.22213281        3.30025895       0.00667414
0.22213281        3.36372547       0.00931783
0.22213281        3.42719199       0.01193569
0.22213281        3.49065850       0.01452053
0.22213281        3.55412502       0.01706525
0.22213281        3.61759154       0.01956291
0.22213281        3.68105806       0.02200673
0.22213281        3.74452458       0.02439004
0.22213281        3.80799110       0.02670632
0.22213281        3.87145761       0.02894918
0.22213281        3.93492413       0.03111233
0.22213281        3.99839065       0.03318953
0.22213281        4.06185717       0.03517461
0.22213281        4.12532369       0.03706138
0.22213281        4.18879020       0.03884363
0.22213281        4.25225672       0.04051507
0.22213281        4.31572324       0.04206931
0.22213281        4.37918976       0.04349984
0.22213281        4.44265628       0.04479998
0.22213281        4.50612280       0.04596292
0.22213281        4.56958931       0.04698166
0.22213281        4.63305583       0.04784912
0.22213281        4.69652235       0.04855808
0.22213281        4.75998887       0.04910131
0.22213281        4.82345539       0.04947165
0.22213281        4.88692191       0.04966207
0.22213281        4.95038842       0.04966587
0.22213281        5.01385494       0.04947682
0.22213281        5.07732146       0.04908938
0.22213281        5.14078798       0.04849898
0.22213281        5.20425450       0.04770231
0.22213281        5.26772102       0.04669777
0.22213281        5.33118753       0.04548598
0.22213281        5.39465405       0.04407042
0.22213281        5.45812057       0.04245839
0.22213281        5.52158709       0.04066222
0.22213281        5.58505361       0.03870099
0.22213281        5.64852012       0.03660301
0.22213281        5.71198664       0.03440932
0.22213281        5.77545316       0.03217865
0.22213281        5.83891968       0.02999410
0.22213281        5.90238620       0.02797104
0.22213281        5.96585272       0.02626352
0.22213281        6.02931923       0.02506191
0.22213281        6.09278575       0.02456977
0.22213281        6.15625227       0.02495419
0.22213281        6.21971879       0.02629036
0.22213281        6.28318531       0.02854212
0.25386607        0.00000000       0.02854212
0.25386607        0.06346652       0.02617824
0.25386607        0.12693304       0.02470702
0.25386607        0.19039955       0.02416974
0.25386607        0.25386607       0.02450106
0.25386607        0.31733259       0.02554269
0.25386607        0.38079911       0.02709535
0.25386607        0.44426563       0.02896918
0.25386607        0.50773215       0.03100905
0.25386607        0.57119866       0.03309856
0.25386607        0.63466518       0.03515416
0.25386607        0.69813170       0.03711729
0.25386607        0.76159822       0.03894760
0.25386607        0.82506474       0.04061785
0.25386607        0.88853126       0.04211020
0.25386607        0.95199777       0.04341371
0.25386607        1.01546429       0.04452248
0.25386607        1.07893081       0.04543437
0.25386607        1.14239733       0.04615003
0.25386607        1.20586385       0.04667218
0.25386607        1.26933037       0.04700508
0.25386607        1.33279688       0.04715403
0.25386607        1.39626340       0.04712512
0.25386607        1.45972992       0.04692484
0.25386607        1.52319644       0.04655996
0.25386607        1.58666296       0.04603730
0.25386607        1.65012947       0.04536359
0.25386607        1.71359599       0.04454541
0.25386607        1.77706251       0.04358910
0.25386607        1.84052903       0.04250073
0.25386607        1.90399555       0.04128610
0.25386607        1.96746207       0.03995072
0.25386607        2.03092858       0.03849988
0.25386607        2.09439510       0.03693868
0.25386607        2.15786162       0.03527210
0.25386607        2.22132814       0.03350501
0.25386607        2.28479466       0.03164233
0.25386607        2.34826118       0.02968900
0.25386607        2.41172769       0.02765014
0.25386607        2.47519421       0.02553102
0.25386607        2.53866073       0.02333716
0.25386607        2.60212725       0.02107436
0.25386607        2.66559377       0.01874873
0.25386607        2.72906028       0.01636668
0.25386607        2.79252680       0.01393495
0.25386607        2.85599332       0.01146059
0.25386607        2.91945984       0.00895092
0.25386607        2.98292636       0.00641351
0.25386607        3.04639288       0.00385613
0.25386607        3.10985939       0.00128672
0.25386607        3.17332591       0.00128672
0.25386607        3.23679243       0.00385613
0.25386607        3.30025895       0.00641351
0.25386607        3.36372547       0.00895092
0.25386607        3.42719199       0.01146059
0.25386607        3.49065850       0.01393495
0.25386607        3.55412502       0.01636668
0.25386607        3.61759154       0.01874873
0.25386607        3.68105806       0.02107436
0.25386607        3.74452458       0.02333716
0.25386607        3.80799110       0.02553102
0.25386607        3.87145761       0.02765014
0.25386607        3.93492413       0.02968900
0.25386607        3.99839065       0.03164233
0.25386607        4.06185717       0.03350501
0.25386607        4.12532369       0.03527210
0.25386607        4.18879020       0.03693868
0.25386607        4.25225672       0.03849988
0.25386607        4.31572324       0.03995072
0.25386607        4.37918976       0.04128610
0.25386607        4.44265628       0.04250073
0.25386607        4.50612280       0.04358910
0.25386607        4.56958931       0.04454541
0.25386607        4.63305583       0.04536359
0.25386607        4.69652235       0.04603730
0.25386607        4.75998887       0.04655996
0.25386607        4.82345539       0.04692484
0.25386607        4.88692191       0.04712512
0.25386607        4.95038842       0.04715403
0.25386607        5.01385494       0.04700508
0.25386607        5.07732146       0.04667218
0.25386607        5.14078798       0.04615003
0.25386607        5.20425450       0.04543437
0.25386607        5.26772102       0.04452248
0.25386607        5.33118753       0.04341371
0.25386607        5.39465405       0.04211020
0.25386607        5.45812057       0.04061785
0.25386607        5.52158709       0.03894760
0.25386607        5.58505361       0.03711729
0.25386607        5.64852012       0.03515416
0.25386607        5.71198664       0.03309856
0.25386607        5.77545316       0.03100905
0.25386607        5.83891968       0.02896918
0.25386607        5.90238620       0.02709535
0.25386607        5.96585272       0.02554269
0.25386607        6.02931923       0.02450106
0.25386607        6.09278575       0.02416974
0.25386607        6.15625227       0.02470702
0.25386607        6.21971879       0.02617824
0.25386607        6.28318531       0.02854212
0.28559933        0.00000000       0.02854212
0.28559933        0.06346652       0.02607418
0.28559933        0.12693304       0.02446950
0.28559933        0.19039955       0.02377519
0.28559933        0.25386607       0.02393812
0.28559933        0.31733259       0.02481211
0.28559933        0.38079911       0.02620495
0.28559933        0.44426563       0.02792875
0.28559933        0.50773215       0.02982784
0.28559933        0.57119866       0.03178468
0.28559933        0.63466518       0.03371494
0.28559933        0.69813170       0.03555989
0.28559933        0.76159822       0.03727950
0.28559933        0.82506474       0.03884720
0.28559933        0.88853126       0.04024608
0.28559933        0.95199777       0.04146619
0.28559933        1.01546429       0.04250267
0.28559933        1.07893081       0.04335438
0.28559933        1.14239733       0.04402281
0.28559933        1.20586385       0.04451142
0.28559933        1.26933037       0.04482496
0.28559933        1.33279688       0.04496906
0.28559933        1.39626340       0.04494984
0.28559933        1.45972992       0.04477364
0.28559933        1.52319644       0.04444676
0.28559933        1.58666296       0.04397535
0.28559933        1.65012947       0.04336523
0.28559933        1.71359599       0.04262185
0.28559933        1.77706251       0.04175027
0.28559933        1.84052903       0.04075510
0.28559933        1.90399555       0.03964057
0.28559933        1.96746207       0.03841061
0.28559933        2.03092858       0.03706884
0.28559933        2.09439510       0.03561876
0.28559933        2.15786162       0.03406378
0.28559933        2.22132814       0.03240735
0.28559933        2.28479466       0.03065306
0.28559933        2.34826118       0.02880472
0.28559933        2.41172769       0.02686648
0.28559933        2.47519421       0.02484288
0.28559933        2.53866073       0.02273892
0.28559933        2.60212725       0.02056010
0.28559933        2.66559377       0.01831244
0.28559933        2.72906028       0.01600249
0.28559933        2.79252680       0.01363734
0.28559933        2.85599332       0.01122453
0.28559933        2.91945984       0.00877208
0.28559933        2.98292636       0.00628838
0.28559933        3.04639288       0.00378211
0.28559933        3.10985939       0.00126222
0.28559933        3.17332591       0.00126222
0.28559933        3.23679243       0.00378211
0.28559933        3.30025895       0.00628838
0.28559933        3.36372547       0.00877208
0.28559933        3.42719199       0.01122453
0.28559933        3.49065850       0.01363734
0.28559933        3.55412502       0.01600249
0.28559933        3.61759154       0.01831244
0.28559933        3.68105806       0.02056010
0.28559933        3.74452458       0.02273892
0.28559933        3.80799110       0.02484288
0.28559933        3.87145761       0.02686648
0.28559933        3.93492413       0.02880472
0.28559933        3.99839065       0.03065306
0.28559933        4.06185717       0.03240735
0.28559933        4.12532369       0.03406378
0.28559933        4.18879020       0.03561876
0.28559933        4.25225672       0.03706884
0.28559933        4.31572324       0.03841061
0.28559933        4.37918976       0.03964057
0.28559933        4.44265628       0.04075510
0.28559933        4.50612280       0.04175027
0.28559933        4.56958931       0.04262185
0.28559933        4.63305583       0.04336523
0.28559933        4.69652235       0.04397535
0.28559933        4.75998887       0.04444676
0.28559933        4.82345539       0.04477364
0.28559933        4.88692191       0.04494984
0.28559933        4.95038842       0.04496906
